0.736460, -1.761829, 1.590594, -0.268853, 0.572145, -1.941886, 0.727704, 1.869884, 0.224501, -1.442215, 1.222878, 2.184147, -17.700874, -48.591059, -69.920646, -56.304775, 35.642548, 0.539676, 2.083801, 0.439963, 2.451373, 1.973873, 2.381104, 2.220872, 2.440442, 0.510303, 1.157391, 0.265448, 1.141465, 0.356314, 0.568853, 1.954376, 0.052627
-0.389711, 0.342256, -1.522463, 0.237098, -1.771509, -0.885488, -0.679111, -0.410219, -0.331288, 2.092878, 1.735358, 1.185432, -13.448750, 16.857753, -21.747815, 34.470520, 46.036460, 1.896749, 2.166890, 1.924542, 1.270063, 1.697582, 0.504973, 1.580327, 0.809171, 2.235141, 1.517466, 1.795334, 0.929355, 1.663727, 0.754457, 0.650492, 0.001308
-0.269351, 1.622452, -2.047811, 1.720603, -1.749964, -1.618348, 0.327188, -0.317671, 0.046938, 1.911881, -0.803160, 2.281413, -31.820684, -60.239108, 61.312743, -16.728557, -56.860861, 1.217600, 1.947443, 1.424887, 0.571197, 0.853634, 0.271240, 1.723625, 1.718983, 2.438604, 1.113059, 2.180270, 1.794781, 0.627965, 0.961728, 1.258398, 0.003834
0.256840, 0.165040, -1.776401, 1.723357, 2.117348, -1.692605, 1.077334, 1.761624, -0.333281, 1.573860, 1.228959, 0.708848, 21.786179, 10.305694, -42.206506, -14.753722, -15.809157, 0.557422, 1.096861, 2.183588, 1.308812, 0.454540, 2.206350, 1.369922, 1.528851, 1.901706, 2.222391, 0.968513, 0.546513, 2.236340, 1.412382, 1.898374, -0.002010
0.968270, 1.834561, 0.299747, 0.308144, 0.064617, 2.174855, -1.213028, -1.563548, -2.277270, -0.059009, -2.169927, -0.781419, 3.957141, 57.666741, 54.922653, -14.973708, 36.882913, 0.491771, 2.437949, 1.362933, 1.056741, 0.646724, 1.235894, 1.171433, 2.273871, 2.199479, 0.646400, 0.302676, 1.323917, 2.324899, 0.334220, 0.491228, 0.015778
1.973219, -1.900328, 1.755539, 1.069326, -0.896503, -2.026054, -0.159037, -1.017832, -0.739092, -0.066928, 1.403939, 1.067098, -20.289144, -49.643000, -49.894246, -72.587127, -21.835739, 2.225960, 2.466990, 1.196056, 2.107127, 0.989808, 0.696371, 0.906589, 1.540755, 1.722584, 2.211768, 2.437457, 2.087463, 1.235701, 2.424325, 1.883450, 0.045423
0.825565, 2.000705, -1.759389, 0.185671, 0.969628, 1.097870, -1.805552, 1.879531, 2.132396, 1.460123, -1.826648, 0.743513, -32.964663, 62.907365, -65.911658, -27.237363, 21.645967, 2.181548, 0.776967, 0.981137, 1.213539, 1.197058, 0.948815, 2.477833, 1.189986, 1.349215, 2.250026, 1.944250, 1.762353, 2.363805, 1.722101, 0.849889, 0.020295
0.734112, 1.180068, -1.034351, -0.341260, -0.574536, -0.540296, 0.018133, -1.545991, 0.647626, -0.970310, 1.576308, -0.039210, 23.303159, 6.200741, -34.151271, 69.594734, -21.298284, 0.471062, 0.892202, 0.487894, 0.289095, 0.325768, 2.435523, 1.090482, 0.724301, 2.331182, 2.427710, 0.269038, 0.718057, 0.878972, 0.876069, 1.594595, -0.067276
0.805596, 0.964388, -2.149934, 0.664719, -1.144362, -2.030436, 1.578742, -1.538290, -1.874612, 0.435958, -0.624537, -2.103455, -13.362686, -36.667202, -65.666743, 39.042332, -65.526356, 1.353083, 2.018219, 0.708041, 1.302717, 1.506095, 1.934665, 0.416524, 2.271327, 2.189305, 0.642488, 2.047515, 0.337190, 0.898273, 1.266921, 0.634945, -0.016086
0.104635, 0.871885, -1.757680, 0.638052, -1.665193, -0.016683, 2.346091, 2.186103, -0.671349, -1.900788, -1.250359, -2.239485, -37.447745, 15.757451, -64.518820, -17.800315, -69.891474, 1.134948, 1.067419, 2.355897, 1.563933, 2.023823, 0.393097, 2.281937, 0.513909, 1.016225, 1.435360, 1.093416, 0.546241, 2.168585, 1.158092, 0.802747, -0.015369
-0.738308, -1.022457, 1.650859, -0.564279, 2.200874, -2.167051, 0.419951, -1.039498, -2.018085, 1.818563, 0.037510, -1.029719, 67.552069, -2.381588, 22.647423, -64.760967, -37.579637, 2.110736, 0.898740, 2.372549, 2.427109, 1.414839, 0.448595, 1.277976, 1.937175, 2.100187, 1.340036, 0.978518, 2.199210, 0.624324, 0.518687, 0.318753, -0.031368
2.274685, -0.981603, 0.275510, -1.786229, 1.475403, 0.510749, -1.821545, 1.678368, -0.022703, 0.136170, -1.604116, -0.807144, 41.505545, -66.301838, 15.011442, -2.689907, -59.262101, 1.103040, 0.297207, 1.657771, 1.906804, 2.404041, 0.720151, 2.332524, 2.489013, 2.348398, 1.531804, 2.029784, 1.574799, 2.395579, 0.253445, 1.894690, -0.002328
-2.228374, 1.786055, 0.304217, 0.031585, -1.643102, -1.011521, 1.668651, 1.586223, 1.661224, -0.711590, 0.344496, -1.588419, -27.791741, 4.203880, 4.613673, -8.003721, 31.470057, 1.633638, 1.295397, 2.236482, 1.551616, 2.004339, 1.420437, 2.277906, 0.267256, 2.272580, 0.745151, 1.757535, 2.388301, 1.674575, 0.839515, 1.485700, 0.001888
-1.214474, -2.308954, -0.066199, -0.478112, -1.005956, 0.950234, 0.295624, 1.696103, 1.155250, 1.238914, -1.620552, 0.983607, 13.225268, -22.917454, 26.349220, 51.342213, -41.422143, 0.895562, 0.704556, 1.216561, 2.488302, 1.644604, 1.101292, 2.417500, 1.923540, 2.435912, 0.880446, 0.909283, 1.817779, 2.404749, 1.371171, 2.270846, -0.030350
-1.343737, 2.294629, -0.369010, -0.453836, 1.742390, 1.556630, -0.897989, 1.287400, -1.951639, 1.737758, -0.896182, -1.329748, 56.624365, -64.301235, 39.143507, -15.080150, 47.921645, 2.411231, 2.302139, 0.305917, 1.790440, 1.929076, 0.978193, 1.237993, 0.450371, 1.891675, 2.382647, 1.148710, 0.611101, 1.031307, 0.673738, 0.756461, 0.001927
0.853334, 2.184567, 1.796832, -2.348315, -1.880052, -1.465282, -0.046863, -0.664311, -1.417508, 1.777056, -0.140663, 1.502941, 48.546645, 73.463460, 50.377487, -55.578609, -59.674220, 0.705858, 0.598444, 2.042083, 1.288022, 2.031514, 1.410007, 2.494380, 0.301667, 2.372471, 1.118049, 0.542665, 0.574490, 2.195622, 1.073935, 1.634544, -0.017214
-0.922407, 0.857579, -1.873574, -0.981105, -0.783243, -2.255939, 0.324079, -0.727312, 0.003880, -0.758561, -2.125854, 0.105586, -63.450075, -55.418833, -74.331096, 67.261691, 67.233460, 2.016356, 0.899690, 0.342891, 2.221260, 2.217710, 1.058107, 1.113253, 0.947311, 1.961948, 2.202564, 0.737460, 0.747175, 2.022986, 2.078472, 0.873429, -0.038949
-1.932189, -1.223255, 0.903497, 1.764707, -0.338144, -0.047503, -1.982679, -1.591497, -0.772903, 1.872101, -0.225976, 0.213854, -41.645185, -30.618122, 51.229587, 15.665187, 34.791768, 2.053589, 1.167811, 2.156990, 2.031386, 1.503569, 2.229924, 1.589216, 1.708371, 1.847288, 1.123260, 0.386161, 0.455860, 1.888753, 0.527461, 1.533234, -0.009716
-0.327488, -0.017718, -0.906712, 0.757062, 0.484575, 1.236466, -0.352568, -2.138922, 1.951140, -0.705228, -1.100420, 1.371851, -32.252242, 36.570264, -63.570850, 14.717209, 2.129847, 0.570186, 1.868800, 0.424185, 0.519766, 0.450781, 2.033368, 1.073135, 1.671893, 0.763045, 0.992240, 1.080800, 2.248817, 1.868345, 1.782193, 0.564604, -0.009839
1.857900, 1.442575, 0.123121, 0.553377, -1.655568, 1.519563, -1.849801, -1.970042, -1.251403, -0.945162, 0.123784, 2.275591, 3.656886, -38.721372, 59.892456, -37.487810, -57.630404, 0.712080, 1.678498, 1.524591, 2.295986, 0.385595, 2.189108, 1.845669, 0.911949, 1.623242, 2.073450, 1.981997, 1.672500, 1.952790, 1.285496, 2.325770, 0.017550
-1.325761, -1.886558, 2.294248, -2.054092, -0.168004, -0.924841, -2.344445, 1.913879, -0.208020, 0.403319, 2.160072, 0.081895, 12.601505, -6.505779, 7.376562, -72.131397, -12.381414, 0.708725, 1.545798, 0.984516, 1.767348, 0.825130, 0.455221, 2.396621, 2.014234, 1.225722, 1.203884, 0.926158, 1.943980, 1.722949, 1.605153, 1.806753, 0.074438
-1.962938, 0.339262, -0.021231, 1.305596, 2.263559, 0.527997, 0.613874, 1.957753, 2.061619, -0.572363, -1.726767, 1.824526, 41.247526, -52.831999, 52.596061, 32.003338, -19.889855, 2.293056, 0.638266, 0.834324, 1.989725, 1.054610, 0.824608, 0.685211, 2.334286, 0.597131, 2.480092, 0.905122, 1.642816, 0.314299, 0.929439, 0.823072, 0.021054
0.893150, 2.211860, -1.298749, -0.290286, -1.511595, -0.889229, -2.284750, 1.457406, -0.375322, 1.845831, 1.231515, 1.267685, 40.368370, 21.187890, 4.871813, -19.441443, -52.327871, 1.007067, 0.532415, 1.541664, 1.251848, 1.554804, 1.595872, 1.067014, 2.307956, 1.314610, 1.146794, 2.161084, 1.089741, 1.768940, 0.571326, 0.776044, 0.003106
-1.570820, -1.975718, 2.315516, 1.963024, 1.117276, -0.818200, -0.735446, -0.050339, 2.188729, 1.059711, -2.273351, -0.156573, -63.837749, 28.945621, 39.055475, 5.369786, -50.005899, 1.387871, 1.705744, 0.435252, 2.037851, 2.166787, 2.442840, 0.311369, 1.185966, 1.283533, 0.837541, 2.054808, 1.408135, 0.265888, 1.776097, 1.605734, -0.005671
1.355238, -2.200063, 1.658482, 0.328624, 0.260591, 1.939151, 0.430382, -0.093475, -1.811712, 2.019151, 1.963775, -0.401240, -6.834808, 27.375177, 44.603234, -53.448849, 35.196449, 0.575888, 0.956932, 1.650594, 0.539227, 1.289893, 1.982131, 1.680861, 0.733861, 0.996058, 2.240537, 2.211471, 1.949931, 0.488137, 2.120815, 1.537454, 0.057615
-1.331712, 1.767296, 0.757531, -1.046880, 1.144546, 0.412096, -1.109103, 1.525543, -0.314211, 1.646203, 1.298496, 0.755655, 13.016521, 68.673430, -55.665382, -18.074303, -24.818360, 1.792425, 1.537435, 2.170093, 1.758502, 0.648282, 0.419190, 2.084151, 1.819295, 0.900120, 0.809618, 0.741858, 0.407728, 0.679355, 0.663940, 0.338861, 0.007472
1.933949, -2.179457, -0.730275, 2.048552, 1.296278, 1.176073, -2.205159, 0.832315, 2.340413, 1.011607, -0.214732, 0.688373, 18.073331, 8.475727, -48.460646, 21.917458, -33.279198, 1.772896, 1.807344, 0.287579, 1.845471, 2.088857, 2.165320, 0.292436, 2.468682, 0.387960, 1.444356, 1.547362, 0.259258, 0.600467, 2.302040, 0.888665, 0.004567
2.006699, 0.021016, -0.213804, 2.144117, 0.534742, 0.877829, -0.825351, 1.598391, -1.171097, 1.023420, 0.398963, -0.360865, -7.010078, -68.382948, -12.207516, 28.276283, 39.489434, 0.608780, 0.261847, 1.365659, 1.887913, 2.144863, 0.719036, 1.592076, 0.269553, 0.380861, 1.386685, 2.011468, 2.000718, 1.315371, 0.448988, 1.149560, -0.024026
1.949928, -2.224216, 0.981995, 1.599287, -0.241385, 0.408522, 0.074118, 1.623495, 1.353547, -2.344009, -0.181006, 2.043110, -20.198023, -18.172410, -23.703271, 19.124521, -24.168347, 1.413995, 2.012430, 2.403387, 0.979604, 2.461248, 1.451871, 1.844089, 1.348608, 1.051301, 1.461383, 1.960275, 1.098618, 2.464999, 1.488644, 1.140096, -0.016630
-0.473972, -2.109563, 0.596368, -0.101880, -1.701546, 1.602349, -0.627633, -2.307374, -1.792778, -0.210390, -1.734285, -2.006500, -44.004546, 65.589537, 13.346036, 56.829108, -73.178546, 0.447675, 1.572090, 1.865105, 1.318663, 1.773632, 0.681632, 0.697488, 1.681605, 1.979741, 2.009927, 0.849858, 2.055468, 1.249530, 0.850217, 1.354520, -0.001917
0.199545, -1.467072, -1.859633, -2.284086, -1.518348, -1.284922, 1.191173, 1.815967, -1.182159, -1.114397, 2.081161, -1.992382, 8.831151, -74.847348, -59.370978, -48.020700, 66.094259, 0.568067, 2.248839, 2.244569, 2.468091, 1.706949, 0.441724, 0.547639, 0.924471, 0.579064, 0.322942, 2.187153, 0.485214, 2.489708, 0.518824, 0.373621, 0.007352
2.295467, -0.413175, 1.820744, -1.005273, -1.715130, -0.510185, 1.863245, 1.737394, -2.299162, -0.419330, 2.057435, -0.196269, -0.862132, 60.141579, -50.477304, 27.957617, -66.326319, 2.178260, 1.760117, 0.789860, 1.680417, 2.273139, 1.153377, 0.298995, 2.463711, 2.347851, 1.324994, 2.429070, 0.630158, 1.812774, 1.549204, 1.975460, 0.001899
2.204809, -2.000548, -0.308344, 1.283238, -1.222005, -1.646110, 0.264885, -1.288912, 0.107589, -1.313487, 1.763831, -0.940575, 58.010560, -16.526128, 45.367512, 41.772618, 72.392899, 2.236745, 1.478108, 1.817321, 1.467801, 1.830070, 1.990762, 0.491897, 2.318502, 0.816154, 0.354589, 0.825512, 2.379017, 0.883329, 2.112131, 1.844190, -0.007666
2.122157, -0.976226, 1.111666, -0.854920, -0.557972, -0.174620, 0.974785, -1.762951, 1.578928, 1.575122, -1.134769, -1.024463, 29.145876, -45.257861, 1.126030, 25.194537, -5.416455, 1.609608, 2.428106, 2.429433, 2.223638, 1.681365, 2.446676, 1.785786, 2.454237, 0.616110, 1.968665, 0.349717, 2.190504, 0.542247, 0.289562, 1.416305, -0.022550
